assembly,INFR,Infraspecific Name: breed, cultivar, strain, ecotype
assembly,ISOL,Isolate name
assembly,SEX,Sex
assembly,ASMM,Assembly Method
assembly,GCOV,Genome Coverage
assembly,TECH,Sequencing Technology
assembly,EXFV,Expected Final Version
assembly,RGAS,Reference Guided Assembly
assembly,SCAM,Single Cell Amplification
assembly,RCAT,RefSeq Category
assembly,FTYP,From Type Material
assembly,NFRS,Reasons assembly was excluded from RefSeq
assembly,GRLS,Date the GenBankassembly was first released
assembly,RRLS,Date the RefSeq assembly was first released
assembly,RTYP,Release Type
assembly,RLEN,Total length of chromosome/genome including bases and gaps
assembly,LINK,Linked Assembly accession
assembly,TCS,Taxonomy Check Status (ANI)
bioproject,ALL,All terms from all searchable fields
bioproject,UID,Unique number assigned to publication
bioproject,FILT,Limits the records
bioproject,ORGN,Organism
bioproject,PRJA,Project Accession
bioproject,TYPE,Project Type
bioproject,STPE,Project Subtype
bioproject,DATE,Registration Date
bioproject,TITL,Title
bioproject,CEN,Submitter Organization(s)
bioproject,ACCN,Space delimited GenBank or RefSeq Replicon Accessions
bioproject,RTYP,Replicon Type
bioproject,RNME,Replicon Name
bioproject,LTP,Locus Tag Prefix
bioproject,WORD,Organism/Project Description
bioproject,KWRD,Keyword
bioproject,PROP,Project/Organism Properties
bioproject,DTPE,Project Data Type
bioproject,GRNT,Grant ID
bioproject,FUND,Funding Agency
bioproject,PMID,Pubmed ID
bioproject,DOID,DOI ID
bioproject,PID,Project ID
bioproject,RELV,Relevance
bioproject,ANME,Assembly Name
bioproject,BPRJ,BioProject ID or accession
bioproject,TPRJ,Top Bioproject ID
bioproject,WGSA,WGS Accessions
bioproject,AACC,Assembly Accession
bioproject,ATNM,Attribute Name
bioproject,ATTR,Attribute
biosample,ALL,All terms from all searchable fields
biosample,UID,Unique number assigned to publication
biosample,FILT,Limits the records
biosample,ACCN,Accession number of sequence
biosample,TITL,Words in definition line
biosample,PROP,Classification by source qualifiers and molecule type
biosample,WORD,Free text associated with record
biosample,ORGN,Scientific and common names of organism, and all higher levels of taxonomy
biosample,AUTH,Author(s) of publication
biosample,PDAT,Date sequence added to GenBank
biosample,MDAT,Date of last update
biosample,ATNM,Attribute Name
biosample,ATTR,Attribute
biosample,CEN,Submitter Organization(s)
blastdbinfo,ALL,All terms from all searchable fields
blastdbinfo,UID,Unique number assigned to publication
blastdbinfo,FILT,Limits the records
blastdbinfo,DB,Official name of the database
blastdbinfo,TITL,Words in the title of database (e.g., "NCBI Transcript Reference Sequences")
blastdbinfo,DATE,Date of last database update
blastdbinfo,ORGN,Organism Taxid
blastdbinfo,ASM,Genome Collection Assembly Name
blastdbinfo,SEQT,One of genomic, cdna, other-dna, or protein, of which genomic and cdna could be further specified
blastdbinfo,SEQS,Appropriate sequence strategy for the sequence type specified
blastdbinfo,SRC,States where the sequences came from, e.g., genbank, refseq, trace, etc.
blastdbinfo,KEYW,Search term identifying this database entry
blastdbinfo,PRJ,NCBI Genome Project Identifier
blastdbinfo,GPB,Gpipe Build
blastdbinfo,WGPR,NCBI WGS Project Identifier
books,ALL,All terms from all searchable fields
books,UID,Unique number assigned to publication
books,FILT,Limits the records
books,AUTH,Section's author
books,CA,Corporate Author of publication
books,FA,Full Author Name(s) of publication
books,FE,f
books,TITL,Section's title
books,TYPE,Section's type
books,STXT,Section's full text
books,CONP,Generated keywords
books,BOOK,ID of the book that contains the document
books,PMID,PubMed ID
books,RMID,Citation search by PmId
books,RID,Book internal ID
books,PUBN,Publisher's Name
books,PDAT,Publication Year
books,ISBN,ISBN
books,ATTR,Attributes in key value ordered pairs
books,EDIT,Section's Editor
books,RD,Release Date
books,RT,Resource Type
books,AID,Accession ID
books,BACI,Book Accession ID
books,CHID,Chapter Accession ID
books,DN,Disease
books,GS,Gene Name
books,PN,Protein Name
books,GRNT,NIH Grant Numbers
books,MESH,Medical Subject Headings assigned to publication
books,MAJR,MeSH terms of major importance to publication
books,SUBH,Additional specificity for MeSH term
books,PTYP,Type of publication (e.g., review)
cdd,ALL,All terms from all searchable fields
cdd,UID,Unique number assigned to publication
cdd,FILT,Limits the records
cdd,ACCN,Unique text identifier for a CD
cdd,DB,Which database CD is from (pfam, smart ...)
cdd,TITL,The short descriptive name of a CD, e.g. Rho
cdd,STTL,A short description of the CD
cdd,WORD,The long description of the CD
cdd,ORGN,The root taxonomy node of a CD
cdd,PDAT,The date a CD was published
cdd,MDAT,The date a CD was last modified
cdd,PLEN,Length of the PSSM or domain search model
cdd,AACN,Alternative unique text identifier for a CD, from source database
cdd,STRP,The number of structures in a CD
cdd,SD,The desription of functional sites in a domain
cdd,NS,The number of functional sites in a domain
clinvar,ALL,All terms from all searchable fields
clinvar,UID,Unique number assigned to variation
clinvar,FILT,Limits the records
clinvar,TITL,Constructed from variant and phenotype names
clinvar,WORD,Free text associated with record
clinvar,ORGN,scientific and common names of organism
clinvar,MDAT,The last date on which the record was updated
clinvar,CHR,Chromosome number or numbers; also 'mitochondrial', 'unknown' properties
clinvar,GENE,Symbol or symbols of the gene
clinvar,MIM,MIM number from OMIM
clinvar,DIS,Diseases or traits associated with this record
clinvar,ACCN,Accession of the genotype/phenotype assertion
clinvar,VRID,Public ID of a variant
clinvar,TRID,Public identifier for a trait (e.g. CUI, HPO)
clinvar,PROP,Properties of ClinVar record
clinvar,CDAT,The date on which this record first appeared
clinvar,PMID,PubMed ids of accessions linked to the record
clinvar,GID,Gene ID
clinvar,TID,taxonomy id
clinvar,CPOS,Chromosome base position
clinvar,GFN,Gene full name
clinvar,SBM,Submitter
clinvar,VRNM,Names used for this allele
clinvar,VRTP,Type of sequence change/variant call
clinvar,MCNS,Consequence of the variation at the molecular level.
clinvar,RVST,Review status
clinvar,ALID,Unique identifier assigned to a specific sequence change at a location.
clinvar,ORIG,Origin
clinvar,SID,Submitter Batch
clinvar,CYT,Cytogenetic location computed from sequence coordinates
clinvar,GTRT,Accession for a test registered in GTR
clinvar,STNM,Study Name
clinvar,CMPL,Complexity
clinvar,C37,Chromosome base position for assembly GRCh37
clinvar,VLEN,Length of the variant defined as the difference between reference and alternate, except when there is no lenght difference (then the length of the allele itself)
clinvar,ACCN,Nucleotide or protein accession
clinvar,HGNC,Identifier for Gene assigned by HUGO Gene Nomenclature Committee (HGNC)
clinvar,VID,Unique number assigned to variation
clinvar,IMOD,The latest date for each interpretation of a variant
clinvar,CLINSIG_LAST_CHANGED,Date of last change to clinical significance
clinvar,VACC,Accession number for the Variant
clinvar,RPLD,Variation ID of a variation replaced by this one
clinvar,COMB,Variation ID of a set related to this one
clinvar,CSPDI,Canonical SPDI for variation
clinvar,COMMONNAME,A common name for the variant
clinvar,COLLMETHOD,Collection method
clinvar,FCNS,Functional consequence of the variation
gap,ALL,All terms from all searchable fields
gap,UID,Unique number assigned to publication
gap,FILT,Limits the records
gap,DISC,Discriminator
gap,ANCE,Ancestor
gap,BELO,Belongs To
gap,ATTR,Attribution
gap,RTST,Is Root Study
gap,TLST,Is Top-Level Study
gap,STID,Study ID
gap,STNM,Study Name
gap,DIS,Disease
gap,PROJ,Project
gap,GENO,Genotype Platform
gap,SRA,Study Has SRA components
gap,STUD,Study
gap,HASV,Has Variable
gap,VRID,Variable ID
gap,VRNM,Variable Name
gap,VRDS,Variable Description
gap,VAR,Variable
gap,HASD,Has Document
gap,DCID,Document ID
gap,DCNM,Document Name
gap,DOC,Document
gap,DOCP,Document Part
gap,HASA,Has Analysis
gap,ANID,Analysis ID
gap,ANNM,Analysis Name
gap,ANLS,Analysis
gap,HAST,Has Dataset
gap,DSID,Dataset ID
gap,DSNM,Dataset Name
gap,DS,Dataset
gap,PX,PhenX
gap,HASP,Has PhenX Mapping
gap,ARCH,Study Archive
gap,MOLE,Molecular Data Type
gap,PRPH,Primary Phenotype in Study
gap,DAC,Data Access Committee
gap,DESN,Study Design
gap,CDER,Common Data Element Resource (e.g. LOINC, PhenX)
gap,CDET,Common Data Element Term (e.g. PhenX accession)
gapplus,ALL,All terms from all searchable fields
gapplus,UID,Unique number assigned to entry
gapplus,FILT,Limits the records
gapplus,SRC,Source Database
gapplus,ANID,Analysis ID
gapplus,ANNM,Analysis Name
gapplus,STID,Study ID
gapplus,STNM,Study Name
gapplus,PMID,Pubmed ID
gapplus,RS,Marker RS
gapplus,PVLG,PValue Log
gapplus,TRT,Trait
gapplus,CHR,Chromosome
gapplus,POS,Position
gapplus,GENE,Gene
gapplus,FXCL,Functional Class
grasp,ALL,All terms from all searchable fields
grasp,UID,Unique number assigned to publication
grasp,FILT,Limits the records
grasp,SRC,Source Database
grasp,CDAT,Create Date
grasp,MDAT,Date of last update
grasp,PMID,PubMed ID
grasp,PDAT,Publication date
grasp,JOUR,Journal abbreviation of publication
grasp,TITL,Document title
grasp,RS,Clustered SNP ID (rs)
grasp,CHR,Chromosome
grasp,CPOS,Position
grasp,PLAT,Platform
grasp,GENE,Gene Name
grasp,FXN,Function Class
grasp,PVAL,Log of P-value
grasp,TRT,Phenotype Trait
grasp,POPL,Population
grasp,PCAT,Phenotype Category
dbvar,ALL,All terms from all searchable fields
dbvar,UID,Unique number assigned to study or variant in Entrez
dbvar,FILT,Limits the records
dbvar,ACC,Accession of any internal or external identifier. Versions removed from GENBANK accessions.
dbvar,AFR,Allele Frequency in African Population
dbvar,AGE,Age of subject in years
dbvar,AMR,Allele Frequency in American Population
dbvar,ASSM,Accession or name of placement assembly
dbvar,AUTH,All authors included in journal
dbvar,PROJ,Accession or Name of associated BioProject
dbvar,CH,Chromosome of placement
dbvar,CHR_END,End of placement on chromosome
dbvar,BASE,Start of placement on chromosome
dbvar,CLIN,Clinical interpretation of a variant (controlled vocabulary)
dbvar,DISEASE,Phenotype of sample/subject study or reference specimen
dbvar,EAS,Allele Frequency in East Asian Population
dbvar,EUR,Allele Frequency in European Population
dbvar,FREQ,Global Allele Frequency
dbvar,GENE_NAME,Name or alias of gene at same location as variant
dbvar,HASCLIN,Flag indicating subject has clinical interpretation: 0=no; 1 = yes
dbvar,METH,Method type (controlled vocabulary)
dbvar,MH,Medical Subject Headings assigned to publication
dbvar,MHID,NLM MeSH Browser Unique ID
dbvar,OT,Object type in dbVar (STUDY, VARIANT)
dbvar,MIM,Online Mendelian Inheritance in Man
dbvar,ORG,Organism name (exploded)
dbvar,ALLELE_ORIGIN,Allele origin (controlled vocabulary), including Both=Germline+Somatic
dbvar,OTH,Allele Frequency in Other Population
dbvar,PATHO_RNG,Range of Reciprocal Overlap with a Pathogenic Variant
dbvar,PUBMED_ID,Unique identifier from PubMed
dbvar,POP,Subject population
dbvar,PDAT,Journal Publication date
dbvar,SMPL,Sample/subject ID of study or reference specimen
dbvar,SC,Number of samples in study
dbvar,GENDER,Sex of Subject (controlled vocabulary)
dbvar,SAS,Allele Frequency in South Asian Population
dbvar,STDY,Study ID, alias, display name, or publication name
dbvar,STYPE,Study type assigned by NCBI
dbvar,SUBPSTAT,Flag indicating subject has a phenotype: 0=no; 1 = yes
dbvar,TAX,Taxonomy ID
dbvar,VLEN,Size of variant
dbvar,VT,Type of variant region or call (controlled vocabulary)
dbvar,ZYG,Zygosity of a variant (controlled vocabulary)
gene,ALL,All terms from all searchable fields
gene,UID,Unique number assigned to a gene record
gene,FILT,Limits the records
gene,TITL,gene or protein name
gene,WORD,Free text associated with record
gene,ORGN,scientific and common names of organism
gene,MDAT,The last date on which the record was updated
gene,CHR,Chromosome number or numbers; also 'mitochondrial', 'unknown' properties
gene,MV,Chromosomal map location as displayed in MapViewer
gene,GENE,Symbol or symbols of the gene
gene,ECNO,EC number for enzyme or CAS registry number
gene,MIM,MIM number from OMIM
gene,DIS,Name(s) of diseases associated with this gene. When available, OMIM name will be used
gene,ACCN,Nucleotide or protein accession(s) associated with this gene
gene,UGEN,UniGene cluster number for this gene
gene,PROP,Properties of Gene record
gene,CDAT,The date on which this record first appeared
gene,NCAC,nucleotide accessions of sequences
gene,NUID,nucleotide uids of sequences
gene,PACC,protein accessions
gene,PUID,protein uids
gene,PMID,PubMed ids of accessions linked to the record
gene,TID,taxonomy id
gene,GO,Gene Ontology
gene,DOM,Domain Name
gene,DDAT,The date on which the record was discontinued
gene,CPOS,Chromosome base position
gene,GFN,Gene full name
gene,PFN,Protein full name
gene,GL,Gene length
gene,XC,Exon count
gene,GRP,Relationships for this gene
gene,PREF,Preferred symbol of the gene
gene,AACC,Assembly accession
gene,ASM,Assembly name
gene,EXPR,Gene expression
gds,ALL,All terms from all searchable fields
gds,UID,Unique number assigned to publication
gds,FILT,Limits the records
gds,ORGN,exploded organism names
gds,ACCN,accession for GDS (DataSet), GPL (Platform), GSM (Sample), GSE (Series)
gds,TITL,Words in title of record
gds,DESC,Text from description, summary and other similar fields
gds,SFIL,Supplementary Files
gds,ETYP,Entry type (DataSet or Series)
gds,STYP,Sample type
gds,VTYP,type of values, e.g. log ratio, count
gds,PTYP,Platform technology type
gds,GTYP,type of dataset
gds,NSAM,Number of samples
gds,SRC,sample source
gds,AUTH,author of the GEO Sample, Platform or Series
gds,INST,institute, or organization affiliatedd with contributers
gds,NPRO,number of platform probes
gds,SSTP,subset variable type
gds,SSDE,subset description
gds,GEID,name or identifier for the spot, e.g. GenBank, UniGene ID, Locus Link ID etc.
gds,PDAT,publication date from the GEO related entities
gds,UDAT,date
gds,TAGL,Tag/Signature length for SAGE/MPSS
gds,RGSE,Related Series
gds,RGPL,Related Platform
gds,MESH,Medical Subject Headings
gds,PROJ,Project
gds,ATNM,Attribute Name
gds,ATTR,Attribute
gds,PROP,Properties
geoprofiles,ALL,All terms from all searchable fields
geoprofiles,UID,Unique number assigned to publication
geoprofiles,FILT,Limits the records
geoprofiles,ORGN,Exploded organism names
geoprofiles,ACCN,Accession for GDS (DataSet), GPL (Platform), GSM (Sample), GSE (Series)
geoprofiles,GDST,GDS text from title and description
geoprofiles,GEOT,Sample titles
geoprofiles,RTYP,Platform reporter type, e.g. genbank, clone, orf
geoprofiles,GTYP,Type of dataset
geoprofiles,VTYP,Sample value type, e.g. log ratio, count
geoprofiles,NSAM,Number of samples
geoprofiles,SRC,Sample source
geoprofiles,ID,Spot ID from GEO Platform, SAGE tag, Affy ProbeSet ID
geoprofiles,NAME,Name or identifier for the spot, e.g. GenBank accession, CLONE_ID, ORF etc.
geoprofiles,SYMB,Gene symbol (name) from Entrez-Gene or Entrez-UniGene.
geoprofiles,GDSC,Gene Description
geoprofiles,RSTD,Ranked standard deviation
geoprofiles,RMAX,Maximal value of ranks
geoprofiles,RMIN,Minimal value of ranks
geoprofiles,FINF,Indicates an interesting or notable uid in the GDS context
geoprofiles,FTYP,Type of flag that indicates a uid of interest, or outliers etc.
geoprofiles,GI,GenBank Identifier
geoprofiles,ATYP,Type of annotation (gene, unigene, nucleotide)
geoprofiles,GO,Gene Ontology
geoprofiles,CHR,Chromosomes
geoprofiles,CPOS,Chromosome base position
medgen,ALL,All terms from all searchable fields
medgen,UID,Unique number assigned to each record
medgen,FILT,Limits the records
medgen,ACCN,concept identifier for the record
medgen,TITL,Full name of the concept from the top-ranked vocabulary
medgen,PROP,Classification by source qualifiers and molecule type
medgen,MDAT,Date of last update
medgen,WORD,Free text associated with record
medgen,DEFN,Text from the definition of the concept
medgen,VOCB,Classification by source qualifiers and molecule type
medgen,XTIT,Exact Title
medgen,CODE,Any identifier used by any vocabulary
medgen,REFR,Authors and titles of citations
medgen,CHR,Chromosome number; also 'mitochondrial', 'unknown' properties
medgen,CLIN,Clinical features of disorder integrated from OMIM and Human Phenotype Ontology (HPO)
medgen,GENE,Name of gene associated with record
medgen,CPOS,Chromosome base position
medgen,OID,Unique number assigned to OMIM record
medgen,GFN,Gene full name
medgen,KWD,Keyword relevant to the concept
medgen,MINH,Mode of inheritance
medgen,SNM,SNOMED Concept ID
medgen,GTIT,Guideline title
medgen,ACR,Acronym
mesh,ALL,All terms from all searchable fields
mesh,UID,Unique number assigned to publication
mesh,FILT,Limits the records
mesh,TN,Tree Number
mesh,MESH,MeSH Terms
mesh,SUBS,Substance Name
